ref#,propertyName,state,county,city,address,listedDate,areaSignificance,geometry,longitude,latitude,fipsBlock,fipsTract,riskIndexRef#,fipsStateCounty,cfldEvents,cfldFreq,cfldRisk,cfldRiskRating,rfldEvents,rfldFreq,rfldRisk,rfldRiskRating
70000687,Old City Hall,MASSACHUSETTS,Suffolk,Boston,School and Providence Sts.,FALSE,12/30/1970,ARCHITECTURE,POINT (-71.05921960899997 42.35814710800003),42.35814711,-71.05921961,250250303003026,25025030300,T25025030300,25025,4.451888575,4.161079277,Relatively Low,38,1.583333333,21.27224914,Relatively High
73000322,Old Corner Bookstore,MASSACHUSETTS,Suffolk,Boston,NW corner of Washington and School Sts.,FALSE,4/11/1973,LITERATURE; ARCHITECTURE,POINT (-71.05838802999995 42.35759470500005),42.35759471,-71.05838803,250250303003028,25025030300,T25025030300,25025,4.451888575,4.161079277,Relatively Low,38,1.583333333,21.27224914,Relatively High
66000778,Old South Meetinghouse,MASSACHUSETTS,Suffolk,Boston,Milk and Washington Sts.,FALSE,10/15/1966,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-71.05809451899995 42.35715870800004),42.35715871,-71.05809452,250250303004004,25025030300,T25025030300,25025,4.451888575,4.161079277,Relatively Low,38,1.583333333,21.27224914,Relatively High
66000779,Old State House,MASSACHUSETTS,Suffolk,Boston,Washington and State Sts.,FALSE,10/15/1966,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-71.05730090599997 42.35888401600005),42.35888402,-71.05730091,250250303004002,25025030300,T25025030300,25025,4.451888575,4.161079277,Relatively Low,38,1.583333333,21.27224914,Relatively High
66000784,Quincy Market,MASSACHUSETTS,Suffolk,Boston,S. Market St.,FALSE,11/13/1966,COMMERCE; ARCHITECTURE,POINT (-71.05455086999996 42.36019415000004),42.36019415,-71.05455087,250250303002014,25025030300,T25025030300,25025,4.451888575,4.161079277,Relatively Low,38,1.583333333,21.27224914,Relatively High
3000645,Union Oyster House,MASSACHUSETTS,Suffolk,Boston,41-43 Union Street,FALSE,5/27/2003,ARCHITECTURE; COMMERCE; MARITIME HISTORY,POINT (-71.06014039199994 42.36291249000004),42.36291249,-71.06014039,250250303003003,25025030300,T25025030300,25025,4.451888575,4.161079277,Relatively Low,38,1.583333333,21.27224914,Relatively High
74000379,Adams Academy,MASSACHUSETTS,Norfolk,Quincy,8 Adams St.,FALSE,9/6/1974,ARCHITECTURE,POINT (-71.00587461299995 42.25379974400005),42.25379974,-71.00587461,250214177011016,25021417701,T25021417701,25021,4.461840822,3.888301858,Relatively Low,64,2.666666666,29.72097337,Relatively High
72000143,"Crane, Thomas, Public Library",MASSACHUSETTS,Norfolk,Quincy,40 Washington St.,FALSE,10/18/1972,ART; ARCHITECTURE,POINT (-71.00095860099998 42.25167929500003),42.2516793,-71.0009586,250214177013010,25021417701,T25021417701,25021,4.461840822,3.888301858,Relatively Low,64,2.666666666,29.72097337,Relatively High
70000095,Quincy Homestead,MASSACHUSETTS,Norfolk,Quincy,34 Butler Road,FALSE,7/1/1970,LITERATURE; EDUCATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-71.00733875699996 42.25791672900004),42.25791673,-71.00733876,250214177011005,25021417701,T25021417701,25021,4.461840822,3.888301858,Relatively Low,64,2.666666666,29.72097337,Relatively High
80000649,Quincy Town Hall,MASSACHUSETTS,Norfolk,Quincy,1305 Hancock St.,FALSE,1/11/1980,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-71.00372370399998 42.25095554700005),42.25095555,-71.0037237,250214177013022,25021417701,T25021417701,25021,4.461840822,3.888301858,Relatively Low,64,2.666666666,29.72097337,Relatively High
70000734,United First Parish Church (Unitarian) of Quincy,MASSACHUSETTS,Norfolk,Quincy,1266 Hancock St.,FALSE,12/30/1970,ARCHITECTURE,POINT (-71.00311353399997 42.25120937000003),42.25120937,-71.00311353,250214177013019,25021417701,T25021417701,25021,4.461840822,3.888301858,Relatively Low,64,2.666666666,29.72097337,Relatively High
73000302,Chelmsford Glass Works' Long House,MASSACHUSETTS,Middlesex,Lowell,139-141 Baldwin St.,FALSE,1/25/1973,INDUSTRY; ARCHITECTURE,POINT (-71.34975437399999 42.63340918900008),42.63340919,-71.34975437,250173114004017,25017311400,T25017311400,25017,0.002,1.036261191,Very Low,98,4.083333333,22.56962577,Relatively High
66000128,"Adams, John Quincy, Birthplace",MASSACHUSETTS,Norfolk,Quincy,141 Franklin St.,FALSE,10/15/1966,POLITICS/GOVERNMENT,POINT (-71.00371638699994 42.23924811500007),42.23924812,-71.00371639,250214180041015,25021418004,T25021418004,25021,0.007984082,0.240421624,Very Low,64,2.666666666,21.11315023,Relatively High
66000129,"Adams, John, Birthplace",MASSACHUSETTS,Norfolk,Quincy,133 Franklin St.,FALSE,10/15/1966,POLITICS/GOVERNMENT,POINT (-71.00360096099996 42.23943024900007),42.23943025,-71.00360096,250214180041015,25021418004,T25021418004,25021,0.007984082,0.240421624,Very Low,64,2.666666666,21.11315023,Relatively High
70000286,Commandant's Quarters,MICHIGAN,Wayne,Dearborn,21950 Michigan Ave.,FALSE,10/15/1970,MILITARY; ARCHITECTURE,POINT (-83.24395286899994 42.30651871600003),42.30651872,-83.24395287,261635749001016,26163574900,T26163574900,26163,0,0,No Rating,61,2.541666666,31.4636356,Relatively High
84000511,All Saints' Episcopal Church,MICHIGAN,Allegan,Saugatuck,252 Grand St.,FALSE,12/27/1984,ARCHITECTURE,POINT (-86.20090328399993 42.65638191000005),42.65638191,-86.20090328,260050308003033,26005030800,T26005030800,26005,0,0,No Rating,17,0.708333333,23.69986611,Relatively High
76001033,"Dow, Herbert H., House",MICHIGAN,Midland,Midland,1038 W. Main St.,FALSE,5/11/1976,SCIENCE,POINT (-84.24726662999996 43.61633495200005),43.61633495,-84.24726663,261112904001051,26111290400,T26111290400,26111,,,Not Applicable,16,0.666666666,22.62851989,Relatively High
89001431,"Pardee, James T., House",MICHIGAN,Midland,Midland,812 W. Main St.,FALSE,12/4/1989,ARCHITECTURE,POINT (-84.25153833799999 43.61913893300004),43.61913893,-84.25153834,261112904001031,26111290400,T26111290400,26111,,,Not Applicable,16,0.666666666,22.62851989,Relatively High
82002949,"Pietenpol, Bernard H., Workshop and Garage",MINNESOTA,Fillmore,Spring Valley,Co. Hwy. 5,FALSE,4/27/1982,ENGINEERING; TRANSPORTATION; INVENTION,POINT (-92.28852794499994 43.58810144100005),43.58810144,-92.28852794,270459604004110,27045960400,T27045960400,27045,,,Not Applicable,38,1.583333333,21.1711006,Relatively High
72000696,Grand Opera House,MISSISSIPPI,Lauderdale,Meridian,2208 5th St.,FALSE,12/27/1972,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,POINT (-88.70060757799996 32.37264086700003),32.37264087,-88.70060758,280750004004037,28075000400,T28075000400,28075,,,Not Applicable,58,2.416666666,31.3681664,Relatively High
7000149,Tallahatchie County Second District Courthouse,MISSISSIPPI,Tallahatchie,Sumner,108 Main St.,FALSE,3/6/2007,POLITICS/GOVERNMENT; BLACK; ARCHITECTURE,POINT (-90.36962358899996 33.97052833300006),33.97052833,-90.36962359,281359503003034,28135950300,T28135950300,28135,,,Not Applicable,13,0.541666666,25.77435433,Relatively High
76001102,"McLaran, Charles, House",MISSISSIPPI,Lowndes,Columbus,"514 2nd St., S.",FALSE,12/12/1976,ARCHITECTURE,POINT (-88.43166012899997 33.49025677500003),33.49025678,-88.43166013,280870007001049,28087000700,T28087000700,28087,,,Not Applicable,38,1.583333333,24.12928435,Relatively High
3000587,"Terminal Building, Old, Hangar and Powerhouse at Key Field",MISSISSIPPI,Lauderdale,Meridian,2525 US 11 S,FALSE,7/7/2003,TRANSPORTATION; INVENTION; ARCHITECTURE,POINT (-88.74257155699996 32.33736053500007),32.33736054,-88.74257156,280759800001002,28075980000,T28075980000,28075,,,Not Applicable,58,2.416666666,22.01034314,Relatively High
76002180,Casa Alvarez,MISSOURI,St. Louis,Florissant,289 rue St. Denis,FALSE,6/18/1976,ARCHITECTURE; SOCIAL HISTORY,POINT (-90.32866144699994 38.79689113600006),38.79689114,-90.32866145,291892112011003,29189211201,T29189211201,29189,,,Not Applicable,66,2.75,29.17853648,Relatively High
79001398,"Administration Building, Missouri State Fruit Experiment Station",MISSOURI,Wright,Mountain Grove,N of Mountain Grove off MO 60,FALSE,1/12/1979,AGRICULTURE; ARCHITECTURE,POINT (-92.26266317799997 37.15310263400005),37.15310263,-92.26266318,292294903001010,29229490300,T29229490300,29229,,,Not Applicable,99,4.125,26.03328094,Relatively High
70000353,"Wilder, Laura Ingalls, House",MISSOURI,Wright,Mansfield,1 mi. E of Mansfield on U.S. Business 60,FALSE,5/19/1970,LITERATURE,POINT (-92.55627899399997 37.09948885900008),37.09948886,-92.55627899,292294903005068,29229490300,T29229490300,29229,,,Not Applicable,99,4.125,26.03328094,Relatively High
78001646,"Schwarzer, Franz, House",MISSOURI,Franklin,Washington,2 Walnut St.,FALSE,7/17/1978,INDUSTRY; ARCHITECTURE; INVENTION; PERFORMING ARTS,POINT (-91.00802167599994 38.55874016200005),38.55874016,-91.00802168,290718002011002,29071800201,T29071800201,29071,,,Not Applicable,46,1.916666666,24.33355282,Relatively High
69000107,St. Paul's Episcopal Church,MISSOURI,Iron,Ironton,NW corner of Knob and Reynolds Sts.,FALSE,5/21/1969,ARCHITECTURE; RELIGION,POINT (-90.62679420399996 37.59976618700006),37.59976619,-90.6267942,290939503001039,29093950300,T29093950300,29093,,,Not Applicable,23,0.958333333,24.10942468,Relatively High
69000089,"Truman, Harry, Birthplace Memorial",MISSOURI,Barton,Lamar,"N corner, 11th St. and Truman Ave.",FALSE,6/23/1969,POLITICS/GOVERNMENT,POINT (-94.27161828199996 37.49448643300008),37.49448643,-94.27161828,290119603001001,29011960300,T29011960300,29011,,,Not Applicable,86,3.583333333,23.98491414,Relatively High
83000977,Hall of Waters,MISSOURI,Clay,Excelsior Springs,201 E. Broadway,FALSE,6/9/1983,COMMERCE; HEALTH/MEDICINE; SCIENCE; ARCHITECTURE,POINT (-94.22235645199999 39.34179517700005),39.34179518,-94.22235645,290470217021011,29047021702,T29047021702,29047,,,Not Applicable,82,3.416666666,22.38642011,Relatively High
72000713,Jackson County Courthouse,MISSOURI,Jackson,Independence,Bounded by Lexington and Maple Aves. and Liberty and Main Sts.,FALSE,10/18/1972,LAW; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-94.38301089599997 39.09250166200007),39.09250166,-94.3830109,290950114011002,29095011401,T29095011401,29095,,,Not Applicable,119,4.958333333,20.07993399,Relatively High
86002058,Administration Building,MONTANA,Valley,Fort Peck,E. Kansas Ave.,FALSE,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-106.445299147 48.00999446700007),48.00999447,-106.4452991,301051001002576,30105100100,T30105100100,30105,,,Not Applicable,73,3.041666666,29.74121749,Relatively High
86002060,Employee's Hotel and Garage,MONTANA,Valley,Fort Peck,S. Missouri Ave.,FALSE,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-106.44701027 48.00884823000007),48.00884823,-106.4470103,301051001002580,30105100100,T30105100100,30105,,,Not Applicable,73,3.041666666,29.74121749,Relatively High
86002063,Garage and Fire Station,MONTANA,Valley,Fort Peck,Gasconade St.,FALSE,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-106.448195237 48.00806850400005),48.0080685,-106.4481952,301051001002606,30105100100,T30105100100,30105,,,Not Applicable,73,3.041666666,29.74121749,Relatively High
86002054,Hospital,MONTANA,Valley,Fort Peck,S. Platte St.,FALSE,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-106.444906287 48.00792994300008),48.00792994,-106.4449063,301051001002576,30105100100,T30105100100,30105,,,Not Applicable,73,3.041666666,29.74121749,Relatively High
86002066,Recreation Hall,MONTANA,Valley,Fort Peck,Missouri Ave.,FALSE,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-106.450804139 48.00547126700008),48.00547127,-106.4508041,301051001002600,30105100100,T30105100100,30105,,,Not Applicable,73,3.041666666,29.74121749,Relatively High
86002065,School,MONTANA,Valley,Fort Peck,N. Missouri Ave.,FALSE,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-106.449193941 48.01021535700005),48.01021536,-106.4491939,301051001002583,30105100100,T30105100100,30105,,,Not Applicable,73,3.041666666,29.74121749,Relatively High
66000433,Three Forks of the Missouri,MONTANA,Gallatin,Three Forks,"NE of Three Forks on the Missouri River, Missouri Headwaters State Monument",FALSE,10/15/1966,PREHISTORIC; TRANSPORTATION; EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-111.5363053739999 45.90517896500006),45.90517897,-111.5363054,300310003001124,30031000300,T30031000300,30031,,,Not Applicable,13,0.541666666,23.34276199,Relatively High
73001077,"Dill, Richard E., House",NEBRASKA,Thayer,Alexandria,Off SR 76,FALSE,1/29/1973,ENGINEERING; ARCHITECTURE,POINT (-97.38866324199995 40.24804965100003),40.24804965,-97.38866324,311699631002314,31169963100,T31169963100,31169,,,Not Applicable,19,0.791666666,32.09988387,Relatively High
88002762,"Picotte, Dr. Susan, Memorial Hospital",NEBRASKA,Thurston,Walthill,505 Matthewson St.,FALSE,12/16/1988,HEALTH/MEDICINE; SOCIAL HISTORY; NATIVE AMERICAN,POINT (-96.49503473699997 42.15165900700003),42.15165901,-96.49503474,311739401002042,31173940100,T31173940100,31173,,,Not Applicable,20,0.833333333,28.42138681,Relatively High
66000947,Fairview,NEBRASKA,Lancaster,Lincoln,4900 Sumner St.,FALSE,10/15/1966,POLITICS/GOVERNMENT,POINT (-96.65172570699997 40.79578432400007),40.79578432,-96.65172571,311090015001002,31109001500,T31109001500,31109,,,Not Applicable,36,1.5,27.98937375,Relatively High
83001103,"Hanson, Howard, House",NEBRASKA,Saunders,Wahoo,12th and Linden Sts.,FALSE,1/27/1983,ARCHITECTURE; PERFORMING ARTS,POINT (-96.61897170299994 41.21647458600006),41.21647459,-96.6189717,311559683001070,31155968300,T31155968300,31155,,,Not Applicable,56,2.333333333,27.75299804,Relatively High
92001257,California Building,NEVADA,Washoe,Reno,"1000 Cowan Dr., Idlewild Park",FALSE,9/23/1992,TRANSPORTATION; ARCHITECTURE,POINT (-119.834411476 39.52199034700004),39.52199035,-119.8344115,320310004005005,32031000400,T32031000400,32031,,,Not Applicable,33,1.375,22.35948225,Relatively High
66000459,"Newlands, Senator Francis G., House",NEVADA,Washoe,Reno,17 Elm Ct.,FALSE,10/15/1966,CONSERVATION; POLITICS/GOVERNMENT,POINT (-119.820430411 39.52142979600006),39.5214298,-119.8204304,320310004001001,32031000400,T32031000400,32031,,,Not Applicable,33,1.375,22.35948225,Relatively High
76001143,Bowers Mansion,NEVADA,Washoe,Reno,19 mi. S of Reno off U.S. 395,FALSE,1/31/1976,EXPLORATION/SETTLEMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-119.841498174 39.28452599000008),39.28452599,-119.8414982,320310032042025,32031003204,T32031003204,32031,,,Not Applicable,33,1.375,22.07805036,Relatively High
76000126,Frost Place,NEW HAMPSHIRE,Grafton,Franconia,S of Franconia off NH 116 on Ridge Rd.,FALSE,11/30/1976,LITERATURE,POINT (-71.75694468599994 44.21295383000006),44.21295383,-71.75694469,330099602001108,33009960200,T33009960200,33009,,,Not Applicable,104,4.333333333,23.02840405,Relatively High
71000493,"Lucy, the Margate Elephant",NEW JERSEY,Atlantic,Margate City,Decatur and Atlantic Aves.,FALSE,8/12/1971,ART; ARCHITECTURE; INVENTION,POINT (-74.51149950399997 39.32076297700007),39.32076298,-74.5114995,340010131022020,34001013102,T34001013102,34001,4.451888575,46.8743861,Very High,52,2.166666666,33.24859363,Relatively High
70000389,Twin Lights,NEW JERSEY,Monmouth,Highlands,S of NJ 36 on a promontory between the Navesink River and Sandy Hook Bay,FALSE,12/2/1970,ENGINEERING; ARCHITECTURE; COMMUNICATIONS; MARITIME HISTORY,POINT (-73.98587463299998 40.39680012600007),40.39680013,-73.98587463,340258001005028,34025800100,T34025800100,34025,4.44192041,36.88622437,Relatively High,88,3.666666666,13.89875021,Relatively Moderate
81000080,"Fort Hancock, U.S. Life Saving Station",NEW JERSEY,Monmouth,Highlands,N of Highlands on Sandy Hook,FALSE,11/30/1981,COMMERCE; ARCHITECTURE; SOCIAL HISTORY,POINT (-73.98424863399998 40.42660528400006),40.42660528,-73.98424863,340258121001005,34025812100,T34025812100,34025,4.43992041,35.96445157,Relatively High,88,3.666666666,13.32595275,Relatively Moderate
66000468,Sandy Hook Light,NEW JERSEY,Monmouth,Sandy Hook,Fort Hancock Military Reservation,FALSE,10/15/1966,COMMERCE; TRANSPORTATION,POINT (-74.00211874399997 40.46180530100003),40.4618053,-74.00211874,340258121001052,34025812100,T34025812100,34025,4.43992041,35.96445157,Relatively High,88,3.666666666,13.32595275,Relatively Moderate
87001521,"Hoskins, Caesar, Log Cabin",NEW JERSEY,Cumberland,Mauricetown,Jct. of South and Second Sts.,FALSE,9/10/1987,HISTORIC - NON-ABORIGINAL; ART; EUROPEAN; EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-74.99475008499996 39.28389317800003),39.28389318,-74.99475008,340110102004082,34011010200,T34011010200,34011,4.447904493,23.93737281,Relatively High,50,2.083333333,20.8969962,Relatively High
70000388,"Trent, William, House",NEW JERSEY,Mercer,Trenton,539 S. Warren St.,FALSE,4/15/1970,ARCHITECTURE,POINT (-74.76563641399997 40.21279933000005),40.21279933,-74.76563641,340210010001012,34021001000,T34021001000,34021,4.402,14.92475817,Relatively Moderate,93,3.875,36.42156262,Very High
72000770,New St. Mary's Episcopal Church,NEW JERSEY,Burlington,Burlington,N side of Broad St. between Talbot and Wood Sts.,FALSE,5/31/1972,ARCHITECTURE; RELIGION,POINT (-74.86168804799996 40.07708880500007),40.07708881,-74.86168805,340057012051017,34005701205,T34005701205,34005,4.443888575,13.77251585,Relatively Moderate,77,3.208333333,31.80298199,Relatively High
84002730,Trenton Jewish Community Center Bath House and Day Camp,NEW JERSEY,Mercer,Ewing,999 Lower Ferry Rd.,FALSE,2/23/1984,ARCHITECTURE,POINT (-74.79899195699994 40.25917046900003),40.25917047,-74.79899196,340210037054021,34021003705,T34021003705,34021,4.407984082,6.592988164,Relatively Low,93,3.875,36.602816,Very High
86003558,Burlington County Prison,NEW JERSEY,Burlington,Mount Holly,High St.,FALSE,6/24/1986,ARCHITECTURE,POINT (-74.78933660899997 39.99661293100007),39.99661293,-74.78933661,340057026033007,34005702603,T34005702603,34005,4.419952246,6.121896521,Relatively Low,77,3.208333333,23.11950012,Relatively High
70000395,Wallace House,NEW JERSEY,Somerset,Somerville,38 Washington Pl.,FALSE,12/2/1970,MILITARY; ARCHITECTURE,POINT (-74.62157300299998 40.56900118400006),40.56900118,-74.621573,340350504002012,34035050400,T34035050400,34035,4.419952246,5.677520936,Relatively Low,165,6.875,35.3776041,Very High
70000387,Douglass House,NEW JERSEY,Mercer,Trenton,Corner of Front and Montgomery Sts.,FALSE,12/18/1970,MILITARY; ARCHITECTURE; SOCIAL HISTORY,POINT (-74.76878734099995 40.21929248300006),40.21929248,-74.76878734,340210011011022,34021001101,T34021001101,34021,4.425936328,2.862586809,Very Low,93,3.875,24.17622753,Relatively High
74001168,"Sloan, Samuel, House",NEW JERSEY,Mercer,Hightstown,238 S. Main St.,FALSE,3/28/1974,ARCHITECTURE,POINT (-74.52517685399994 40.26612130900003),40.26612131,-74.52517685,340210044032005,34021004403,T34021004403,34021,0.002,1.305879102,Very Low,93,3.875,20.92638461,Relatively High
960,Maplewood,NEW JERSEY,Somerset,Mongomery,Burnt Hill Rd. at Rock Brook,FALSE,8/24/2000,ARCHITECTURE; HEALTH/MEDICINE,POINT (-74.68349621899995 40.41391694000004),40.41391694,-74.68349622,340350542022038,34035054202,T34035054202,34035,0.002,0.8161063064,Very Low,165,6.875,22.59737947,Relatively High
70000394,Rockingham,NEW JERSEY,Somerset,Franklin Township,84 Laurel Ave. (Rt. 603),FALSE,12/18/1970,MILITARY; ARCHITECTURE; SOCIAL HISTORY; AGRICULTURE,POINT (-74.61343212399998 40.40230781800005),40.40230782,-74.61343212,340350534022034,34035053402,T34035053402,34035,0.002,0.7010683779,Very Low,165,6.875,23.23557901,Relatively High
70000386,"Marshall, James W., House",NEW JERSEY,Hunterdon,Lambertville,60 Bridge St.,FALSE,12/18/1970,EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-74.94378405999998 40.36618103000006),40.36618103,-74.94378406,340190119001035,34019011900,T34019011900,34019,,,Not Applicable,80,3.333333333,32.00535672,Relatively High
77000916,Fairview Schoolhouse,NEW JERSEY,Warren,Columbia,E of Columbia on Dean Rd.,FALSE,8/12/1977,EDUCATION; ARCHITECTURE,POINT (-75.01458186899998 40.92131641900005),40.92131642,-75.01458187,340410312002041,34041031200,T34041031200,34041,,,Not Applicable,57,2.375,24.74237358,Relatively High
7000151,St. Luke's Episcopal Church,NEW JERSEY,Warren,Hope,346 High St.,FALSE,3/16/2007,ARCHITECTURE; RELIGION,POINT (-74.96879169199997 40.91029622700006),40.91029623,-74.96879169,340410312003049,34041031200,T34041031200,34041,,,Not Applicable,57,2.375,24.74237358,Relatively High
75001173,Illinois Brewery,NEW MEXICO,Socorro,Socorro,Neal Ave. and 6th St.,FALSE,9/2/1975,COMMERCE; ECONOMICS; ARCHITECTURE,POINT (-106.890857605 34.06289641700005),34.06289642,-106.8908576,350539783031084,35053978303,T35053978303,35053,,,Not Applicable,31,1.291666666,48.37964328,Very High
77000930,Val Verde Hotel,NEW MEXICO,Socorro,Socorro,203 Manzanares St.,FALSE,9/13/1977,COMMERCE; TRANSPORTATION; ARCHITECTURE,POINT (-106.889987353 34.05786012400006),34.05786012,-106.8899874,350539783032048,35053978303,T35053978303,35053,,,Not Applicable,31,1.291666666,48.37964328,Very High
83001631,"Sagrada Familia de Lemitar Church, Los Dulces Nombres",NEW MEXICO,Socorro,Lemitar,Off I-25,FALSE,2/24/1983,EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-106.908484367 34.16032506400006),34.16032506,-106.9084844,350539781001930,35053978100,T35053978100,35053,,,Not Applicable,31,1.291666666,43.68262901,Very High
87002483,Monjeau Lookout,NEW MEXICO,Lincoln,Villa Madonna,Lincoln National Forest,FALSE,1/27/1988,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-105.731806277 33.43093715600003),33.43093716,-105.7318063,350279604002124,35027960400,T35027960400,35027,,,Not Applicable,38,1.583333333,40.56370321,Very High
77000925,Luna County Courthouse and Park,NEW MEXICO,Luna,Deming,700 S. Silver Ave.,FALSE,10/5/1977,MILITARY; LAW; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-107.7571402459999 32.28918843100007),32.28918843,-107.7571402,350290005001425,35029000500,T35029000500,35029,,,Not Applicable,28,1.166666666,33.05574273,Relatively High
75001172,Bursum House,NEW MEXICO,Socorro,Socorro,326 Church St.,FALSE,6/18/1975,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-106.896655999 34.05568340900004),34.05568341,-106.896656,350539783023053,35053978302,T35053978302,35053,,,Not Applicable,31,1.291666666,28.64461678,Relatively High
74001210,Garcia Opera House,NEW MEXICO,Socorro,Socorro,Terry Ave. and California St.,FALSE,8/13/1974,ARCHITECTURE; PERFORMING ARTS,POINT (-106.8917322349999 34.05837431300006),34.05837431,-106.8917322,350539783023042,35053978302,T35053978302,35053,,,Not Applicable,31,1.291666666,28.64461678,Relatively High
76001197,Our Lady of Sorrows Church,NEW MEXICO,San Miguel,Las Vegas,W. National Ave.,FALSE,9/8/1976,EXPLORATION/SETTLEMENT; ARCHITECTURE; RELIGION,POINT (-105.229060729 35.59184938700002),35.59184939,-105.2290607,350479574002011,35047957400,T35047957400,35047,,,Not Applicable,26,1.083333333,21.53419626,Relatively High
76001196,First National Bank of Eddy,NEW MEXICO,Eddy,Carlsbad,303 W. Fox St.,FALSE,12/12/1976,COMMERCE; AGRICULTURE; ENGINEERING; TRANSPORTATION; ARCHITECTURE,POINT (-104.229445334 32.41909413300004),32.41909413,-104.2294453,350150001001109,35015000100,T35015000100,35015,,,Not Applicable,121,5.041666666,21.40039764,Relatively High
75001163,"Ailman, H. B., House",NEW MEXICO,Grant,Silver City,314 W. Broadway,FALSE,5/12/1975,COMMUNITY PLANNING AND DEVELOPMENT; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-108.278402654 32.77007873800005),32.77007874,-108.2784027,350179644002158,35017964400,T35017964400,35017,,,Not Applicable,51,2.125,20.7820994,Relatively High
66000522,"Cole, Thomas, House",NEW YORK,Greene,Catskill,218 Spring St.,FALSE,10/15/1966,ART,POINT (-73.86140195799999 42.22579609300004),42.22579609,-73.86140196,360390810003017,36039081000,T36039081000,36039,3.307984082,17.90730445,Relatively Moderate,43,1.791666666,22.04166074,Relatively High
3001035,"Bronson, Dr. Oliver, House and Estate",NEW YORK,Columbia,Hudson,West of US 9,FALSE,7/31/2003,,POINT (-73.78549260599993 42.24308246900006),42.24308247,-73.78549261,360210013002003,36021001300,T36021001300,36021,3.3,17.81536551,Relatively Moderate,45,1.875,21.36677761,Relatively High
78001867,American Stock Exchange,NEW YORK,New York,New York,86 Trinity Pl.,FALSE,6/2/1978,COMMERCE; ECONOMICS,POINT (-74.01300875299995 40.70846526000003),40.70846526,-74.01300875,360610013002001,36061001300,T36061001300,36061,4.42992041,6.888409697,Relatively Low,50,2.083333333,22.85832024,Relatively High
66000551,St. Paul's Chapel,NEW YORK,New York,New York,Broadway between Fulton and Vesey Sts.,FALSE,10/15/1966,ARCHITECTURE,POINT (-74.00953077899999 40.71149836600006),40.71149837,-74.00953078,360610013001009,36061001300,T36061001300,36061,4.42992041,6.888409697,Relatively Low,50,2.083333333,22.85832024,Relatively High
76001252,Trinity Church and Graveyard,NEW YORK,New York,New York,Broadway and Wall St.,FALSE,12/8/1976,ARCHITECTURE; RELIGION,POINT (-74.01206980699999 40.70791672700005),40.70791673,-74.01206981,360610013002000,36061001300,T36061001300,36061,4.42992041,6.888409697,Relatively Low,50,2.083333333,22.85832024,Relatively High
9000942,1964-1965 New York World's Fair New York State Pavilion,NEW YORK,Queens,Flushing,Flushing Meadows-Corona Park,FALSE,11/20/2009,ARCHITECTURE; ART; EDUCATION; ENGINEERING; ENTERTAINMENT/RECREATION,POINT (-73.84079961499998 40.83737760600008),40.83737761,-73.84079961,360050096002000,36005009600,T36005009600,36005,4.43192041,5.881644791,Relatively Low,49,2.041666666,30.21014528,Relatively High
73001214,Chamber of Commerce Building,NEW YORK,New York,New York,65 Liberty St.,FALSE,2/6/1973,COMMERCE; ARCHITECTURE,POINT (-74.00968649799995 40.70897733500004),40.70897734,-74.0096865,360610015021009,36061001502,T36061001502,36061,4.43192041,4.823502197,Relatively Low,50,2.083333333,23.60976786,Relatively High
9000379,Jacques Marchais Center of Tibetan Art,NEW YORK,Richmond,Staten Island,338 Lighthouse Ave.,FALSE,5/29/2009,ARCHITECTURE; ART; LANDSCAPE ARCHITECTURE,POINT (-74.13755409899994 40.57818870700004),40.57818871,-74.1375541,360850279001000,36085027900,T36085027900,36085,4.43192041,4.457670122,Relatively Low,50,2.083333333,27.34085013,Relatively High
66000565,Voorlezer's House,NEW YORK,Richmond,New York,"Arthur Kill Rd., opposite Center St.",FALSE,10/15/1966,EDUCATION,POINT (-74.14745245299997 40.57188394200006),40.57188394,-74.14745245,360850279001012,36085027900,T36085027900,36085,4.43192041,4.457670122,Relatively Low,50,2.083333333,27.34085013,Relatively High
