Ref#,Property Name,State,County,City,Street & Number,Listed Date,Area of Significance,geometry,longitude,latitude,fipsBlock,fipsTract,STCOFIPS,CFLD_AFREQ,CFLD_RISKS,CFLD_RISKR,RFLD_AFREQ,RFLD_RISKS,RFLD_RISKR
84000511,All Saints' Episcopal Church,MICHIGAN,Allegan,Saugatuck,252 Grand St.,12/27/1984,ARCHITECTURE,POINT (-86.20090328399993 42.65638191000005),-86.20090328,42.65638191,260050308003033,26005030800,26005,0,0,No Rating,0.708333333,23.69986611,Relatively High
76001033,"Dow, Herbert H., House",MICHIGAN,Midland,Midland,1038 W. Main St.,5/11/1976,SCIENCE,POINT (-84.24726662999996 43.61633495200005),-84.24726663,43.61633495,261112904001051,26111290400,26111,,,Not Applicable,0.666666666,22.62851989,Relatively High
89001431,"Pardee, James T., House",MICHIGAN,Midland,Midland,812 W. Main St.,12/4/1989,ARCHITECTURE,POINT (-84.25153833799999 43.61913893300004),-84.25153834,43.61913893,261112904001031,26111290400,26111,,,Not Applicable,0.666666666,22.62851989,Relatively High
82002949,"Pietenpol, Bernard H., Workshop and Garage",MINNESOTA,Fillmore,Spring Valley,Co. Hwy. 5,4/27/1982,ENGINEERING; TRANSPORTATION; INVENTION,POINT (-92.28852794499994 43.58810144100005),-92.28852794,43.58810144,270459604004110,27045960400,27045,,,Not Applicable,1.583333333,21.1711006,Relatively High
72000696,Grand Opera House,MISSISSIPPI,Lauderdale,Meridian,2208 5th St.,12/27/1972,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,POINT (-88.70060757799996 32.37264086700003),-88.70060758,32.37264087,280750004004037,28075000400,28075,,,Not Applicable,2.416666666,31.3681664,Relatively High
7000149,Tallahatchie County Second District Courthouse,MISSISSIPPI,Tallahatchie,Sumner,108 Main St.,3/6/2007,POLITICS/GOVERNMENT; BLACK; ARCHITECTURE,POINT (-90.36962358899996 33.97052833300006),-90.36962359,33.97052833,281359503003034,28135950300,28135,,,Not Applicable,0.541666666,25.77435433,Relatively High
76001102,"McLaran, Charles, House",MISSISSIPPI,Lowndes,Columbus,"514 2nd St., S.",12/12/1976,ARCHITECTURE,POINT (-88.43166012899997 33.49025677500003),-88.43166013,33.49025678,280870007001049,28087000700,28087,,,Not Applicable,1.583333333,24.12928435,Relatively High
3000587,"Terminal Building, Old, Hangar and Powerhouse at Key Field",MISSISSIPPI,Lauderdale,Meridian,2525 US 11 S,7/7/2003,TRANSPORTATION; INVENTION; ARCHITECTURE,POINT (-88.74257155699996 32.33736053500007),-88.74257156,32.33736054,280759800001002,28075980000,28075,,,Not Applicable,2.416666666,22.01034314,Relatively High
76002180,Casa Alvarez,MISSOURI,St. Louis,Florissant,289 rue St. Denis,6/18/1976,ARCHITECTURE; SOCIAL HISTORY,POINT (-90.32866144699994 38.79689113600006),-90.32866145,38.79689114,291892112011003,29189211201,29189,,,Not Applicable,2.75,29.17853648,Relatively High
79001398,"Administration Building, Missouri State Fruit Experiment Station",MISSOURI,Wright,Mountain Grove,N of Mountain Grove off MO 60,1/12/1979,AGRICULTURE; ARCHITECTURE,POINT (-92.26266317799997 37.15310263400005),-92.26266318,37.15310263,292294903001010,29229490300,29229,,,Not Applicable,4.125,26.03328094,Relatively High
70000353,"Wilder, Laura Ingalls, House",MISSOURI,Wright,Mansfield,1 mi. E of Mansfield on U.S. Business 60,5/19/1970,LITERATURE,POINT (-92.55627899399997 37.09948885900008),-92.55627899,37.09948886,292294903005068,29229490300,29229,,,Not Applicable,4.125,26.03328094,Relatively High
78001646,"Schwarzer, Franz, House",MISSOURI,Franklin,Washington,2 Walnut St.,7/17/1978,INDUSTRY; ARCHITECTURE; INVENTION; PERFORMING ARTS,POINT (-91.00802167599994 38.55874016200005),-91.00802168,38.55874016,290718002011002,29071800201,29071,,,Not Applicable,1.916666666,24.33355282,Relatively High
69000107,St. Paul's Episcopal Church,MISSOURI,Iron,Ironton,NW corner of Knob and Reynolds Sts.,5/21/1969,ARCHITECTURE; RELIGION,POINT (-90.62679420399996 37.59976618700006),-90.6267942,37.59976619,290939503001039,29093950300,29093,,,Not Applicable,0.958333333,24.10942468,Relatively High
69000089,"Truman, Harry, Birthplace Memorial",MISSOURI,Barton,Lamar,"N corner, 11th St. and Truman Ave.",6/23/1969,POLITICS/GOVERNMENT,POINT (-94.27161828199996 37.49448643300008),-94.27161828,37.49448643,290119603001001,29011960300,29011,,,Not Applicable,3.583333333,23.98491414,Relatively High
83000977,Hall of Waters,MISSOURI,Clay,Excelsior Springs,201 E. Broadway,6/9/1983,COMMERCE; HEALTH/MEDICINE; SCIENCE; ARCHITECTURE,POINT (-94.22235645199999 39.34179517700005),-94.22235645,39.34179518,290470217021011,29047021702,29047,,,Not Applicable,3.416666666,22.38642011,Relatively High
72000713,Jackson County Courthouse,MISSOURI,Jackson,Independence,Bounded by Lexington and Maple Aves. and Liberty and Main Sts.,10/18/1972,LAW; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-94.38301089599997 39.09250166200007),-94.3830109,39.09250166,290950114011002,29095011401,29095,,,Not Applicable,4.958333333,20.07993399,Relatively High
86002058,Administration Building,MONTANA,Valley,Fort Peck,E. Kansas Ave.,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-106.445299147 48.00999446700007),-106.4452991,48.00999447,301051001002576,30105100100,30105,,,Not Applicable,3.041666666,29.74121749,Relatively High
86002060,Employee's Hotel and Garage,MONTANA,Valley,Fort Peck,S. Missouri Ave.,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-106.44701027 48.00884823000007),-106.4470103,48.00884823,301051001002580,30105100100,30105,,,Not Applicable,3.041666666,29.74121749,Relatively High
86002063,Garage and Fire Station,MONTANA,Valley,Fort Peck,Gasconade St.,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-106.448195237 48.00806850400005),-106.4481952,48.0080685,301051001002606,30105100100,30105,,,Not Applicable,3.041666666,29.74121749,Relatively High
86002054,Hospital,MONTANA,Valley,Fort Peck,S. Platte St.,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-106.444906287 48.00792994300008),-106.4449063,48.00792994,301051001002576,30105100100,30105,,,Not Applicable,3.041666666,29.74121749,Relatively High
86002066,Recreation Hall,MONTANA,Valley,Fort Peck,Missouri Ave.,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-106.450804139 48.00547126700008),-106.4508041,48.00547127,301051001002600,30105100100,30105,,,Not Applicable,3.041666666,29.74121749,Relatively High
86002065,School,MONTANA,Valley,Fort Peck,N. Missouri Ave.,8/13/1986,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-106.449193941 48.01021535700005),-106.4491939,48.01021536,301051001002583,30105100100,30105,,,Not Applicable,3.041666666,29.74121749,Relatively High
66000433,Three Forks of the Missouri,MONTANA,Gallatin,Three Forks,"NE of Three Forks on the Missouri River, Missouri Headwaters State Monument",10/15/1966,PREHISTORIC; TRANSPORTATION; EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-111.5363053739999 45.90517896500006),-111.5363054,45.90517897,300310003001124,30031000300,30031,,,Not Applicable,0.541666666,23.34276199,Relatively High
73001077,"Dill, Richard E., House",NEBRASKA,Thayer,Alexandria,Off SR 76,1/29/1973,ENGINEERING; ARCHITECTURE,POINT (-97.38866324199995 40.24804965100003),-97.38866324,40.24804965,311699631002314,31169963100,31169,,,Not Applicable,0.791666666,32.09988387,Relatively High
88002762,"Picotte, Dr. Susan, Memorial Hospital",NEBRASKA,Thurston,Walthill,505 Matthewson St.,12/16/1988,HEALTH/MEDICINE; SOCIAL HISTORY; NATIVE AMERICAN,POINT (-96.49503473699997 42.15165900700003),-96.49503474,42.15165901,311739401002042,31173940100,31173,,,Not Applicable,0.833333333,28.42138681,Relatively High
66000947,Fairview,NEBRASKA,Lancaster,Lincoln,4900 Sumner St.,10/15/1966,POLITICS/GOVERNMENT,POINT (-96.65172570699997 40.79578432400007),-96.65172571,40.79578432,311090015001002,31109001500,31109,,,Not Applicable,1.5,27.98937375,Relatively High
83001103,"Hanson, Howard, House",NEBRASKA,Saunders,Wahoo,12th and Linden Sts.,1/27/1983,ARCHITECTURE; PERFORMING ARTS,POINT (-96.61897170299994 41.21647458600006),-96.6189717,41.21647459,311559683001070,31155968300,31155,,,Not Applicable,2.333333333,27.75299804,Relatively High
92001257,California Building,NEVADA,Washoe,Reno,"1000 Cowan Dr., Idlewild Park",9/23/1992,TRANSPORTATION; ARCHITECTURE,POINT (-119.834411476 39.52199034700004),-119.8344115,39.52199035,320310004005005,32031000400,32031,,,Not Applicable,1.375,22.35948225,Relatively High
66000459,"Newlands, Senator Francis G., House",NEVADA,Washoe,Reno,17 Elm Ct.,10/15/1966,CONSERVATION; POLITICS/GOVERNMENT,POINT (-119.820430411 39.52142979600006),-119.8204304,39.5214298,320310004001001,32031000400,32031,,,Not Applicable,1.375,22.35948225,Relatively High
76001143,Bowers Mansion,NEVADA,Washoe,Reno,19 mi. S of Reno off U.S. 395,1/31/1976,EXPLORATION/SETTLEMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-119.841498174 39.28452599000008),-119.8414982,39.28452599,320310032042025,32031003204,32031,,,Not Applicable,1.375,22.07805036,Relatively High
76000126,Frost Place,NEW HAMPSHIRE,Grafton,Franconia,S of Franconia off NH 116 on Ridge Rd.,11/30/1976,LITERATURE,POINT (-71.75694468599994 44.21295383000006),-71.75694469,44.21295383,330099602001108,33009960200,33009,,,Not Applicable,4.333333333,23.02840405,Relatively High
71000493,"Lucy, the Margate Elephant",NEW JERSEY,Atlantic,Margate City,Decatur and Atlantic Aves.,8/12/1971,ART; ARCHITECTURE; INVENTION,POINT (-74.51149950399997 39.32076297700007),-74.5114995,39.32076298,340010131022020,34001013102,34001,4.451888575,46.8743861,Very High,2.166666666,33.24859363,Relatively High
70000389,Twin Lights,NEW JERSEY,Monmouth,Highlands,S of NJ 36 on a promontory between the Navesink River and Sandy Hook Bay,12/2/1970,ENGINEERING; ARCHITECTURE; COMMUNICATIONS; MARITIME HISTORY,POINT (-73.98587463299998 40.39680012600007),-73.98587463,40.39680013,340258001005028,34025800100,34025,4.44192041,36.88622437,Relatively High,3.666666666,13.89875021,Relatively Moderate
81000080,"Fort Hancock, U.S. Life Saving Station",NEW JERSEY,Monmouth,Highlands,N of Highlands on Sandy Hook,11/30/1981,COMMERCE; ARCHITECTURE; SOCIAL HISTORY,POINT (-73.98424863399998 40.42660528400006),-73.98424863,40.42660528,340258121001005,34025812100,34025,4.43992041,35.96445157,Relatively High,3.666666666,13.32595275,Relatively Moderate
66000468,Sandy Hook Light,NEW JERSEY,Monmouth,Sandy Hook,Fort Hancock Military Reservation,10/15/1966,COMMERCE; TRANSPORTATION,POINT (-74.00211874399997 40.46180530100003),-74.00211874,40.4618053,340258121001052,34025812100,34025,4.43992041,35.96445157,Relatively High,3.666666666,13.32595275,Relatively Moderate
87001521,"Hoskins, Caesar, Log Cabin",NEW JERSEY,Cumberland,Mauricetown,Jct. of South and Second Sts.,9/10/1987,HISTORIC - NON-ABORIGINAL; ART; EUROPEAN; EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-74.99475008499996 39.28389317800003),-74.99475008,39.28389318,340110102004082,34011010200,34011,4.447904493,23.93737281,Relatively High,2.083333333,20.8969962,Relatively High
70000388,"Trent, William, House",NEW JERSEY,Mercer,Trenton,539 S. Warren St.,4/15/1970,ARCHITECTURE,POINT (-74.76563641399997 40.21279933000005),-74.76563641,40.21279933,340210010001012,34021001000,34021,4.402,14.92475817,Relatively Moderate,3.875,36.42156262,Very High
72000770,New St. Mary's Episcopal Church,NEW JERSEY,Burlington,Burlington,N side of Broad St. between Talbot and Wood Sts.,5/31/1972,ARCHITECTURE; RELIGION,POINT (-74.86168804799996 40.07708880500007),-74.86168805,40.07708881,340057012051017,34005701205,34005,4.443888575,13.77251585,Relatively Moderate,3.208333333,31.80298199,Relatively High
84002730,Trenton Jewish Community Center Bath House and Day Camp,NEW JERSEY,Mercer,Ewing,999 Lower Ferry Rd.,2/23/1984,ARCHITECTURE,POINT (-74.79899195699994 40.25917046900003),-74.79899196,40.25917047,340210037054021,34021003705,34021,4.407984082,6.592988164,Relatively Low,3.875,36.602816,Very High
86003558,Burlington County Prison,NEW JERSEY,Burlington,Mount Holly,High St.,6/24/1986,ARCHITECTURE,POINT (-74.78933660899997 39.99661293100007),-74.78933661,39.99661293,340057026033007,34005702603,34005,4.419952246,6.121896521,Relatively Low,3.208333333,23.11950012,Relatively High
70000395,Wallace House,NEW JERSEY,Somerset,Somerville,38 Washington Pl.,12/2/1970,MILITARY; ARCHITECTURE,POINT (-74.62157300299998 40.56900118400006),-74.621573,40.56900118,340350504002012,34035050400,34035,4.419952246,5.677520936,Relatively Low,6.875,35.3776041,Very High
70000387,Douglass House,NEW JERSEY,Mercer,Trenton,Corner of Front and Montgomery Sts.,12/18/1970,MILITARY; ARCHITECTURE; SOCIAL HISTORY,POINT (-74.76878734099995 40.21929248300006),-74.76878734,40.21929248,340210011011022,34021001101,34021,4.425936328,2.862586809,Very Low,3.875,24.17622753,Relatively High
74001168,"Sloan, Samuel, House",NEW JERSEY,Mercer,Hightstown,238 S. Main St.,3/28/1974,ARCHITECTURE,POINT (-74.52517685399994 40.26612130900003),-74.52517685,40.26612131,340210044032005,34021004403,34021,0.002,1.305879102,Very Low,3.875,20.92638461,Relatively High
960,Maplewood,NEW JERSEY,Somerset,Mongomery,Burnt Hill Rd. at Rock Brook,8/24/2000,ARCHITECTURE; HEALTH/MEDICINE,POINT (-74.68349621899995 40.41391694000004),-74.68349622,40.41391694,340350542022038,34035054202,34035,0.002,0.8161063064,Very Low,6.875,22.59737947,Relatively High
70000394,Rockingham,NEW JERSEY,Somerset,Franklin Township,84 Laurel Ave. (Rt. 603),12/18/1970,MILITARY; ARCHITECTURE; SOCIAL HISTORY; AGRICULTURE,POINT (-74.61343212399998 40.40230781800005),-74.61343212,40.40230782,340350534022034,34035053402,34035,0.002,0.7010683779,Very Low,6.875,23.23557901,Relatively High
70000386,"Marshall, James W., House",NEW JERSEY,Hunterdon,Lambertville,60 Bridge St.,12/18/1970,EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-74.94378405999998 40.36618103000006),-74.94378406,40.36618103,340190119001035,34019011900,34019,,,Not Applicable,3.333333333,32.00535672,Relatively High
77000916,Fairview Schoolhouse,NEW JERSEY,Warren,Columbia,E of Columbia on Dean Rd.,8/12/1977,EDUCATION; ARCHITECTURE,POINT (-75.01458186899998 40.92131641900005),-75.01458187,40.92131642,340410312002041,34041031200,34041,,,Not Applicable,2.375,24.74237358,Relatively High
7000151,St. Luke's Episcopal Church,NEW JERSEY,Warren,Hope,346 High St.,3/16/2007,ARCHITECTURE; RELIGION,POINT (-74.96879169199997 40.91029622700006),-74.96879169,40.91029623,340410312003049,34041031200,34041,,,Not Applicable,2.375,24.74237358,Relatively High
75001173,Illinois Brewery,NEW MEXICO,Socorro,Socorro,Neal Ave. and 6th St.,9/2/1975,COMMERCE; ECONOMICS; ARCHITECTURE,POINT (-106.890857605 34.06289641700005),-106.8908576,34.06289642,350539783031084,35053978303,35053,,,Not Applicable,1.291666666,48.37964328,Very High
77000930,Val Verde Hotel,NEW MEXICO,Socorro,Socorro,203 Manzanares St.,9/13/1977,COMMERCE; TRANSPORTATION; ARCHITECTURE,POINT (-106.889987353 34.05786012400006),-106.8899874,34.05786012,350539783032048,35053978303,35053,,,Not Applicable,1.291666666,48.37964328,Very High
83001631,"Sagrada Familia de Lemitar Church, Los Dulces Nombres",NEW MEXICO,Socorro,Lemitar,Off I-25,2/24/1983,EXPLORATION/SETTLEMENT; ARCHITECTURE,POINT (-106.908484367 34.16032506400006),-106.9084844,34.16032506,350539781001930,35053978100,35053,,,Not Applicable,1.291666666,43.68262901,Very High
87002483,Monjeau Lookout,NEW MEXICO,Lincoln,Villa Madonna,Lincoln National Forest,1/27/1988,CONSERVATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-105.731806277 33.43093715600003),-105.7318063,33.43093716,350279604002124,35027960400,35027,,,Not Applicable,1.583333333,40.56370321,Very High
77000925,Luna County Courthouse and Park,NEW MEXICO,Luna,Deming,700 S. Silver Ave.,10/5/1977,MILITARY; LAW; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-107.7571402459999 32.28918843100007),-107.7571402,32.28918843,350290005001425,35029000500,35029,,,Not Applicable,1.166666666,33.05574273,Relatively High
75001172,Bursum House,NEW MEXICO,Socorro,Socorro,326 Church St.,6/18/1975,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-106.896655999 34.05568340900004),-106.896656,34.05568341,350539783023053,35053978302,35053,,,Not Applicable,1.291666666,28.64461678,Relatively High
74001210,Garcia Opera House,NEW MEXICO,Socorro,Socorro,Terry Ave. and California St.,8/13/1974,ARCHITECTURE; PERFORMING ARTS,POINT (-106.8917322349999 34.05837431300006),-106.8917322,34.05837431,350539783023042,35053978302,35053,,,Not Applicable,1.291666666,28.64461678,Relatively High
76001197,Our Lady of Sorrows Church,NEW MEXICO,San Miguel,Las Vegas,W. National Ave.,9/8/1976,EXPLORATION/SETTLEMENT; ARCHITECTURE; RELIGION,POINT (-105.229060729 35.59184938700002),-105.2290607,35.59184939,350479574002011,35047957400,35047,,,Not Applicable,1.083333333,21.53419626,Relatively High
76001196,First National Bank of Eddy,NEW MEXICO,Eddy,Carlsbad,303 W. Fox St.,12/12/1976,COMMERCE; AGRICULTURE; ENGINEERING; TRANSPORTATION; ARCHITECTURE,POINT (-104.229445334 32.41909413300004),-104.2294453,32.41909413,350150001001109,35015000100,35015,,,Not Applicable,5.041666666,21.40039764,Relatively High
75001163,"Ailman, H. B., House",NEW MEXICO,Grant,Silver City,314 W. Broadway,5/12/1975,COMMUNITY PLANNING AND DEVELOPMENT; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-108.278402654 32.77007873800005),-108.2784027,32.77007874,350179644002158,35017964400,35017,,,Not Applicable,2.125,20.7820994,Relatively High
66000522,"Cole, Thomas, House",NEW YORK,Greene,Catskill,218 Spring St.,10/15/1966,ART,POINT (-73.86140195799999 42.22579609300004),-73.86140196,42.22579609,360390810003017,36039081000,36039,3.307984082,17.90730445,Relatively Moderate,1.791666666,22.04166074,Relatively High
3001035,"Bronson, Dr. Oliver, House and Estate",NEW YORK,Columbia,Hudson,West of US 9,7/31/2003,,POINT (-73.78549260599993 42.24308246900006),-73.78549261,42.24308247,360210013002003,36021001300,36021,3.3,17.81536551,Relatively Moderate,1.875,21.36677761,Relatively High
78001867,American Stock Exchange,NEW YORK,New York,New York,86 Trinity Pl.,6/2/1978,COMMERCE; ECONOMICS,POINT (-74.01300875299995 40.70846526000003),-74.01300875,40.70846526,360610013002001,36061001300,36061,4.42992041,6.888409697,Relatively Low,2.083333333,22.85832024,Relatively High
66000551,St. Paul's Chapel,NEW YORK,New York,New York,Broadway between Fulton and Vesey Sts.,10/15/1966,ARCHITECTURE,POINT (-74.00953077899999 40.71149836600006),-74.00953078,40.71149837,360610013001009,36061001300,36061,4.42992041,6.888409697,Relatively Low,2.083333333,22.85832024,Relatively High
76001252,Trinity Church and Graveyard,NEW YORK,New York,New York,Broadway and Wall St.,12/8/1976,ARCHITECTURE; RELIGION,POINT (-74.01206980699999 40.70791672700005),-74.01206981,40.70791673,360610013002000,36061001300,36061,4.42992041,6.888409697,Relatively Low,2.083333333,22.85832024,Relatively High
9000942,1964-1965 New York World's Fair New York State Pavilion,NEW YORK,Queens,Flushing,Flushing Meadows-Corona Park,11/20/2009,ARCHITECTURE; ART; EDUCATION; ENGINEERING; ENTERTAINMENT/RECREATION,POINT (-73.84079961499998 40.83737760600008),-73.84079961,40.83737761,360050096002000,36005009600,36005,4.43192041,5.881644791,Relatively Low,2.041666666,30.21014528,Relatively High
73001214,Chamber of Commerce Building,NEW YORK,New York,New York,65 Liberty St.,2/6/1973,COMMERCE; ARCHITECTURE,POINT (-74.00968649799995 40.70897733500004),-74.0096865,40.70897734,360610015021009,36061001502,36061,4.43192041,4.823502197,Relatively Low,2.083333333,23.60976786,Relatively High
9000379,Jacques Marchais Center of Tibetan Art,NEW YORK,Richmond,Staten Island,338 Lighthouse Ave.,5/29/2009,ARCHITECTURE; ART; LANDSCAPE ARCHITECTURE,POINT (-74.13755409899994 40.57818870700004),-74.1375541,40.57818871,360850279001000,36085027900,36085,4.43192041,4.457670122,Relatively Low,2.083333333,27.34085013,Relatively High
66000565,Voorlezer's House,NEW YORK,Richmond,New York,"Arthur Kill Rd., opposite Center St.",10/15/1966,EDUCATION,POINT (-74.14745245299997 40.57188394200006),-74.14745245,40.57188394,360850279001012,36085027900,36085,4.43192041,4.457670122,Relatively Low,2.083333333,27.34085013,Relatively High
80002702,Municipal Asphalt Plant,NEW YORK,New York,New York,Between 90th and 91st Sts.,5/23/1980,ENGINEERING; ARCHITECTURE,POINT (-73.94371733699995 40.77829798200003),-73.94371734,40.77829798,360610152006005,36061015200,36061,4.42992041,4.198817022,Relatively Low,2.083333333,22.76040791,Relatively High
78001869,Equitable Building,NEW YORK,New York,New York,120 Broadway,6/2/1978,COMMERCE,POINT (-74.01040736299996 40.70826283600007),-74.01040736,40.70826284,360610007001001,36061000700,36061,4.44192041,3.642828972,Relatively Low,2.083333333,23.04539415,Relatively High
66000095,Federal Hall National Memorial,NEW YORK,New York,New York,Wall and Nassau Sts.,10/15/1966,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-74.01006693099998 40.70726899000005),-74.01006693,40.70726899,360610007001010,36061000700,36061,4.44192041,3.642828972,Relatively Low,2.083333333,23.04539415,Relatively High
72000872,First National City Bank,NEW YORK,New York,New York,55 Wall St.,8/18/1972,ARCHITECTURE,POINT (-74.00949111899996 40.70618304000004),-74.00949112,40.70618304,360610007001021,36061000700,36061,4.44192041,3.642828972,Relatively Low,2.083333333,23.04539415,Relatively High
72000874,J. P. Morgan & Co. Building,NEW YORK,New York,New York,23 Wall St.,6/19/1972,COMMERCE; ARCHITECTURE,POINT (-74.01112554899998 40.70772847900002),-74.01112555,40.70772848,360610007001006,36061000700,36061,4.44192041,3.642828972,Relatively Low,2.083333333,23.04539415,Relatively High
78001875,National City Bank,NEW YORK,New York,New York,55 Wall St.,6/2/1978,COMMERCE; ARCHITECTURE,POINT (-74.00925839699994 40.70591079100006),-74.0092584,40.70591079,360610007001021,36061000700,36061,4.44192041,3.642828972,Relatively Low,2.083333333,23.04539415,Relatively High
78001877,New York Stock Exchange,NEW YORK,New York,New York,11 Wall St.,6/2/1978,COMMERCE; ECONOMICS,POINT (-74.01113886599995 40.70682774700003),-74.01113887,40.70682775,360610007001008,36061000700,36061,4.44192041,3.642828972,Relatively Low,2.083333333,23.04539415,Relatively High
8001089,First Reformed Protestant Dutch Church of Kingston,NEW YORK,Ulster,City of Kingston,272 Wall Street,10/6/2008,ARCHITECTURE,POINT (-74.01897425599998 41.93273352800003),-74.01897426,41.93273353,361119524001020,36111952400,36111,0.002,2.453046299,Very Low,3.625,21.71469613,Relatively High
70000925,"Austen, Elizabeth Alice, House-Clear Comfort",NEW YORK,Richmond,New York,2 Hylan Blvd.,7/28/1970,ARCHITECTURE; ART; SOCIAL HISTORY,POINT (-74.06320780299995 40.61501415400005),-74.0632078,40.61501415,360850006002002,36085000600,36085,4.43192041,2.103272182,Very Low,2.083333333,23.02604921,Relatively High
8000140,Fraunces Tavern,NEW YORK,New York,New York,54 Pearl St.,3/6/2008,ARCHITECTURE; SOCIAL HISTORY; EDUCATION; OTHER,POINT (-74.01088794299994 40.70538424600005),-74.01088794,40.70538425,360610009001000,36061000900,36061,4.44192041,2.040066759,Very Low,2.083333333,20.88684058,Relatively High
72001586,New York Cotton Exchange,NEW YORK,New York,New York,1 Hanover Sq.,1/7/1972,COMMERCE; ARCHITECTURE,POINT (-74.00975184699996 40.70456375300006),-74.00975185,40.70456375,360610009001011,36061000900,36061,4.44192041,2.040066759,Very Low,2.083333333,20.88684058,Relatively High
72000891,"Watson, James, House",NEW YORK,New York,New York,7 State St.,7/24/1972,ARCHITECTURE,POINT (-74.01368692299997 40.70261555300004),-74.01368692,40.70261555,360610009001013,36061000900,36061,4.44192041,2.040066759,Very Low,2.083333333,20.88684058,Relatively High
12000482,"Beecher, James C., House",NEW YORK,Tioga,Owego,560 5th Ave.,8/7/2012,ARCHITECTURE; MILITARY,POINT (-76.24568514399994 42.10641749300004),-76.24568514,42.10641749,361070205002013,36107020500,36107,,,Not Applicable,2.333333333,51.43046482,Very High
86000489,"Westinghouse, George, Jr., Birthplace and Boyhood Home",NEW YORK,Schoharie,Central Bridge,Westinghouse Rd.,3/20/1986,INVENTION,POINT (-74.33176637799994 42.70905563600007),-74.33176638,42.70905564,360957401003006,36095740100,36095,,,Not Applicable,1.875,29.33191065,Relatively High
66000506,"Miller, Lewis, Cottage, Chautauqua Institution",NEW YORK,Chautauqua,Chautauqua,NY 17J,10/15/1966,EDUCATION,POINT (-78.73897208599999 42.19841675800006),-78.73897209,42.19841676,360099607024060,36009960702,36009,,,Not Applicable,2.25,28.57543266,Relatively High
66000512,"Woodchuck Lodge (Burroughs, John, Home)",NEW YORK,Delaware,Roxbury,2 mi. from Roxbury on Roxbury Rd.,10/15/1966,CONSERVATION; LITERATURE,POINT (-74.58363044599997 42.29652228000003),-74.58363045,42.29652228,360259711003023,36025971100,36025,,,Not Applicable,2.375,26.21817983,Relatively High
72000859,Fort Klock,NEW YORK,Montgomery,St. Johnsville,2 mi. E of St. Johnsville on NY 5,11/28/1972,COMMERCE; MILITARY,POINT (-74.64986623999994 42.98506803800007),-74.64986624,42.98506804,360570724001044,36057072400,36057,,,Not Applicable,3.041666666,23.6572811,Relatively High
88000110,"Ingersoll, Robert, Birthplace",NEW YORK,Yates,Dresden,Main St.,2/11/1988,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-76.95614834899999 42.68401855500008),-76.95614835,42.68401856,361231501002033,36123150100,36123,,,Not Applicable,0.791666666,23.54711771,Relatively High
75001235,"Haynes, Lemuel, House",NEW YORK,Washington,South Granville,Rte. 149,5/15/1975,MILITARY; BLACK; POLITICS/GOVERNMENT; RELIGION,POINT (-73.28292201599999 43.37115731100005),-73.28292202,43.37115731,361150840002066,36115084000,36115,,,Not Applicable,2.458333333,21.88405377,Relatively High
70000439,Palmer-Marsh House,NORTH CAROLINA,Beaufort,Bath,"Main St., S of NC 92",2/26/1970,ARCHITECTURE,POINT (-76.81382816999997 35.47682892600005),-76.81382817,35.47682893,370139307002044,37013930700,37013,2.751602056,20.10080286,Relatively High,0.791666666,23.8217844,Relatively High
70000451,Market House,NORTH CAROLINA,Cumberland,Fayetteville,Market Sq.,9/15/1970,ARCHITECTURE,POINT (-78.87753111899997 35.05293751200003),-78.87753112,35.05293751,370510038002041,37051003800,37051,0.002,1.690754383,Very Low,2.166666666,32.96866755,Relatively High
79001664,All Souls Episcopal Church and Parish House,NORTH CAROLINA,Buncombe,Asheville,2 Angle St.,11/15/1979,COMMERCE; ARCHITECTURE; RELIGION,POINT (-82.54257163899996 35.56540089300006),-82.54257164,35.56540089,370210020003021,37021002000,37021,,,Not Applicable,1.583333333,31.2685628,Relatively High
79001667,"Barker, Clarence, Memorial Hospital",NORTH CAROLINA,Buncombe,Asheville,2--6 Reed St.,11/15/1979,ARCHITECTURE; SOCIAL HISTORY,POINT (-82.54091175999997 35.56515170000006),-82.54091176,35.5651517,370210020003014,37021002000,37021,,,Not Applicable,1.583333333,31.2685628,Relatively High
